id_review,review_text,relative_date,review_date,retrieval_date,rating,username,n_review_user,url_place,name_place,sentimiento,texto_limpio
ChZDSUhNMG9nS0VJQ0FnSUNSZ0lmWFF3EAE,Gran escuela con un campus maravilloso.,Hace 2 años,2023-08-07 09:31:48.916843,2025-08-06 09:31:48.916843,5,Making Lists,13,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,gran escuela campus maravilloso
ChdDSUhNMG9nS0VJQ0FnSUNSZ0llM2d3RRAB,Gran universidad muy recomendable.,Hace 2 años,2023-08-07 09:31:48.917228,2025-08-06 09:31:48.917228,5,Abhishek Kumar,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,gran universidad recomendable
ChZDSUhNMG9nS0VJQ0FnSUNSZ0lmelJBEAE,Gran universidad,Hace 2 años,2023-08-07 09:31:48.917705,2025-08-06 09:31:48.917705,5,Deeksha,8,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,gran universidad
ChdDSUhNMG9nS0VJQ0FnSUNSZ0lmbG9RRRAB,Bonita universidad,Hace 2 años,2023-08-07 09:31:48.918100,2025-08-06 09:31:48.918100,5,anil Reddy,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,bonito universidad
ChdDSUhNMG9nS0VJQ0FnSUNSZ0llMV9RRRAB,Muy bien,Hace 2 años,2023-08-07 09:31:53.461027,2025-08-06 09:31:53.461027,5,Sunita kumar,12,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,bien
ChZDSUhNMG9nS0VJQ0FnSUNSZ0lmQld3EAE,"La mejor universidad para estudiar.  Es muy espacioso, encantador y maravilloso y te apetece pasar tiempo completo en él.",Hace 2 años,2023-08-07 09:31:53.461446,2025-08-06 09:31:53.461446,5,Sachiv Bhatnagar,38,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,mejor universidad estudiar espacioso encantador maravilloso apetecer pasar tiempo completo
ChZDSUhNMG9nS0VJQ0FnSUNSZ1B1OUh3EAE,Buen lugar,Hace 2 años,2023-08-07 09:31:53.461868,2025-08-06 09:31:53.461868,5,Naresh Babu,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,buen lugar
ChZDSUhNMG9nS0VJQ0FnSUNSZ1B2T0dnEAE,¡¡Una de las mejores universidades que encontré en Perú!!,Hace 2 años,2023-08-07 09:31:53.462246,2025-08-06 09:31:53.462246,5,Technical Team,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,mejor universidad encontrar perú
ChZDSUhNMG9nS0VJQ0FnSUNSZ1B2ZVp3EAE,súper universidad,Hace 2 años,2023-08-07 09:31:53.462720,2025-08-06 09:31:53.462720,4,P&R Extraction,20,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,súper universidad
ChdDSUhNMG9nS0VJQ0FnSUNSZ1B1bXJ3RRAB,Excelente campus,Hace 2 años,2023-08-07 09:31:53.463094,2025-08-06 09:31:53.463094,3,Satyabrat Singh,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Neutral,excelente campus
ChdDSUhNMG9nS0VJQ0FnSUNSZ1B2RW1nRRAB,Gran universidad con todo el buen personal e instalaciones.,Hace 2 años,2023-08-07 09:31:53.463460,2025-08-06 09:31:53.463460,4,Pravin Pawar,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,gran universidad buen personal instalación
ChdDSUhNMG9nS0VJQ0FnSUNSZ0x2OW93RRAB,Es una buena Universidad con excelente infraestructura y talento docente.,Hace 2 años,2023-08-07 09:31:53.463844,2025-08-06 09:31:53.463844,5,Parag Parmar,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,buen universidad excelente infraestructura talento docente
ChdDSUhNMG9nS0VJQ0FnSUNSZ1B1UTR3RRAB,Gran universidad 👍🏻…,Hace 2 años,2023-08-07 09:31:53.464212,2025-08-06 09:31:53.464212,4,Neeraly Pobaru,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,gran universidad
ChdDSUhNMG9nS0VJQ0FnSUNSZ0x1X29BRRAB,Una gran universidad con un campus increíble y muy buen sistema educativo.,Hace 2 años,2023-08-07 09:31:53.464658,2025-08-06 09:31:53.464658,5,manjula s,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,gran universidad campus increíble buen sistema educativo
ChZDSUhNMG9nS0VJQ0FnSUNSZ051eGZBEAE,Bonito lugar para estudiar,Hace 2 años,2023-08-07 09:31:58.138176,2025-08-06 09:31:58.138176,4,rummy circle,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,bonito lugar estudiar
ChdDSUhNMG9nS0VJQ0FnSUNSZ0x1dGdnRRAB,Una de las mejores universidades del Perú!!,Hace 2 años,2023-08-07 09:31:58.138591,2025-08-06 09:31:58.138591,5,AppProLabs,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,mejor universidad perú
ChZDSUhNMG9nS0VJQ0FnSUNSZ0x1QmVREAE,Gran universidad,Hace 2 años,2023-08-07 09:31:58.138930,2025-08-06 09:31:58.138930,5,Venkatesh Kanamarlapudi,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,gran universidad
ChdDSUhNMG9nS0VJQ0FnSUNSZ0x1YTB3RRAB,gran universidad,Hace 2 años,2023-08-07 09:31:58.139341,2025-08-06 09:31:58.139341,5,Hari Abburi,22,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,gran universidad
ChdDSUhNMG9nS0VJQ0FnSUNSZ0x2aTdRRRAB,el mejor campus de todos los tiempos,Hace 2 años,2023-08-07 09:31:58.139696,2025-08-06 09:31:58.139696,5,SACHIN SHARMA,16,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,mejor campus tiempo
ChZDSUhNMG9nS0VJQ0FnSUNSZ0x2VWF3EAE,Bien,Hace 2 años,2023-08-07 09:31:58.140017,2025-08-06 09:31:58.140017,3,Charanpreet Singh,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Neutral,bien
ChdDSUhNMG9nS0VJQ0FnSUNSZ0x1NHVBRRAB,Bien,Hace 2 años,2023-08-07 09:31:58.140340,2025-08-06 09:31:58.140340,5,S KH,5,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,bien
ChZDSUhNMG9nS0VJQ0FnSUNSZ0x1SU13EAE,Buen pulgar hacia arriba,Hace 2 años,2023-08-07 09:31:58.140679,2025-08-06 09:31:58.140679,5,VIJAY JADHAV,1,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,buen pulgar hacia arriba
ChdDSUhNMG9nS0VJQ0FnSUNSZ051anNnRRAB,Buena universidad,Hace 2 años,2023-08-07 09:31:58.140996,2025-08-06 09:31:58.140996,5,Ankit Yadav,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,buen universidad
ChZDSUhNMG9nS0VJQ0FnSUNSZ051emFnEAE,La Universidad de Lima se siente muy orgullosa,Hace 2 años,2023-08-07 09:31:58.141313,2025-08-06 09:31:58.141313,5,Prashant Gawali,2,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,universidad lima orgulloso
ChZDSUhNMG9nS0VJQ0FnSUNSZ052amZnEAE,La universidad es buena. Tiene un campus muy bonito. La infraestructura general es excelente.,Hace 2 años,2023-08-07 09:32:02.828891,2025-08-06 09:32:02.828891,5,Abdullah Moulana,28,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,universidad buen campus bonito infraestructura general excelente
ChZDSUhNMG9nS0VJQ0FnSUNSZ052ZE5BEAE,Bonita universidad 🙂…,Hace 2 años,2023-08-07 09:32:02.829306,2025-08-06 09:32:02.829306,5,vinay chinthakula,11,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,bonito universidad
ChZDSUhNMG9nS0VJQ0FnSUNSZ051UmRnEAE,Lindo,Hace 2 años,2023-08-07 09:32:02.829680,2025-08-06 09:32:02.829680,5,Subhradeep Neogi,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,lindo
ChZDSUhNMG9nS0VJQ0FnSUNSZ051YUZnEAE,Universidad de Niza,Hace 2 años,2023-08-07 09:32:02.830021,2025-08-06 09:32:02.830021,5,Ravindra Madane,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,universidad niza
ChZDSUhNMG9nS0VJQ0FnSUNSZ052R05nEAE,La mejor universidad,Hace 2 años,2023-08-07 09:32:02.830350,2025-08-06 09:32:02.830350,5,NAGMA KHATUN,1,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,mejor universidad
ChZDSUhNMG9nS0VJQ0FnSUNSZ052aUNREAE,gran universidad,Hace 2 años,2023-08-07 09:32:02.830686,2025-08-06 09:32:02.830686,4,kedar,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima,Positivo,gran universidad
